dane1;eng1;dane2;eng2;key;Octant Code;Item Code;"CSIV Item: ""How important is it that...""";questions;labels
SCL_11;;skala8a_r1;RAS_1;RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak bardzo Twój partner/partnerka odpowiada Twoim potrzebom?;1:A Słabo, 2:B, 3:C Przeciętnie, 4:D, 5:E Nadzwyczaj, 99:uzasadniony brak danych
SCL_12;;skala8b_r1;RAS_2;RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Ogólnie rzecz biorąc, jak bardzo jesteś zadowolony ze swojego związku?;1:A Niezadowolony, 2:B, 3:C Przeciętnie, 4:D, 5:E Niezmiernie zadowolony, 99:uzasadniony brak danych
SCL_13;;skala8c_r1;RAS_3;RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak udana jest Twoja relacja w porównaniu z większością relacji?;1:A Słaba, 2:B, 3:C Przeciętnia, 4:D, 5:E Doskonała, 99:uzasadniony brak danych
SCL_14;;skala8d_r1;RAS_4;-RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak często zdarza Ci się myśleć, że lepiej byłoby nie wchodzić w ten związek?;1:A Nigdy, 2:B, 3:C Przeciętnie, 4:D, 5:E Bardzo często, 99:uzasadniony brak danych
SCL_15;;skala8e_r1;RAS_5;RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - W jakim stopniu ten związek spełnił Twoje pierwotne oczekiwania?;1:A Prawie w ogóle, 2:B, 3:C Przeciętnie, 4:D, 5:E Całkowicie, 99:uzasadniony brak danych
SCL_16;;skala8f_r1;RAS_6;RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak bardzo kochasz swojego partnera/partnerkę?;1:A Niezbyt, 2:B, 3:C Przeciętnie, 4:D, 5:E Bardzo mocno, 99:uzasadniony brak danych
SCL_17;;skala8g_r1;RAS_7;-RELATION;;;;Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak dużo problemów istnieje w waszym związku?;1:A Bardzo mało, 2:B, 3:C Przeciętnie, 4:D, 5:E Bardzo dużo, 99:uzasadniony brak danych
SCL_18;;skala9_r1;SCL_1;pain;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle głowy.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
SCL_19;;skala9_r2;SCL_2;pain;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle w klatce piersiowej.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
SCL_20;SCL_21;skala9_r3;SCL_3;pain;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Skurcze mięśni.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
SCL_21;SCL_22;skala9_r4;SCL_4;pain;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle mięśni.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
SCL_22;SCL_23;skala9_r5;SCL_5;agoraphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Strach przed samotnym wyjściem z domu.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
SCL_23;SCL_24;skala9_r6;SCL_6;agoraphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie strachu z powodu długotrwałego przebywania poza domem.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
SCL_24;SCL_25;skala9_r7;SCL_7;agoraphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Strach z powodu zatłoczenia.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
czy_przed_zmiana;if_before_change;skala9_r8;SCL_8;vegetative;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Zawroty głowy.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r9;SCL_9;socialphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Strach przed powiedzeniem czegoś wstydliwego.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r10;SCL_10;socialphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Odczucie, że inni nie lubią mnie.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r11;SCL_11;pain;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle ramion i nóg.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r12;SCL_12;vegetative;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Nudności.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r13;SCL_13;vegetative;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Silne uderzenia serca.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r14;SCL_14;agoraphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie strachu w miejscach publicznych.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r15;SCL_15;vegetative;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Szybkie bicie serca.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r16;SCL_16;pain;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle pleców.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r17;SCL_17;vegetative;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Problemy żołądkowe.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r18;SCL_18;socialphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Zahamowania przy współpracy z innymi.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r19;SCL_19;socialphobia;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Nie czuję się bezpiecznie, gdy inni patrzą na mnie;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r20;SCL_21;depression;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Melancholia.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r21;SCL_22;depression;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie wewnętrznej pustki.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r22;SCL_23;depression;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie, że lepiej być martwym.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r23;SCL_24;depression;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Utrata wszelkiej nadziei.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
;;skala9_r24;SCL_25;depression;;;;Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Utrata radości.;1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często
