"","variable","question","labels"
"363","skala9_r8","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Zawroty g³owy.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"364","skala9_r9","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Strach przed powiedzeniem czegoœ wstydliwego.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"365","skala9_r10","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Odczucie, ¿e inni nie lubi¹ mnie.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"366","skala9_r11","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Bóle ramion i nóg.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"367","skala9_r12","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Nudnoœci.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"368","skala9_r13","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Silne uderzenia serca.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"369","skala9_r14","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Uczucie strachu w miejscach publicznych.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"370","skala9_r15","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Szybkie bicie serca.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"371","skala9_r16","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Bóle pleców.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"372","skala9_r17","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Problemy ¿o³¹dkowe.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"373","skala9_r18","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Zahamowania przy wspó³pracy z innymi.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"374","skala9_r19","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Nie czujê siê bezpiecznie, gdy inni patrz¹ na mnie","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"375","skala9_r20","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Melancholia.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"376","skala9_r21","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Uczucie wewnêtrznej pustki.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"377","skala9_r22","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Uczucie, ¿e lepiej byæ martwym.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"378","skala9_r23","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Utrata wszelkiej nadziei.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"379","skala9_r24","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Utrata radoœci.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
